"CODE","AET_ID","NUMMER","CODE_1","BEGINJAAR","EINDJAAR","DATERING","BESCHRIJVING","NOTABENE"
"1004",4,,"--",1596,1641,"","1596-1641 <ZR> Archief van de gemeente Spaarndam, inv. nr. 69",""
"476",4,1100,"",1875,1877,"","1875-1877, inv.nrs 1-3106","Deze bescheiden zijn te raadplegen op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"187",5,1238,"",1860,1872,"1860-1872","Index van artilleriezaken voorkomende in de agenda van de directeur en commandant","Heeft tegelijk betrekking op de artilleriezaken, voorkomende in het verbaal van de directeur en commandant over 1860-1862, zie nummer 1046"
"187",5,3694,"",1904,1910,"1904 januari-1910 december","*** Maandstaten van ontvangen en uitgegeven ziekenkost","Hebben ook betrekking op ontvangen en uitgegeven levensmiddelen, zie nummer 3683"
"501",5,,"--",1932,1939,"1932-1939","Rolboeken van strafzittingen van de Enkelvoudige kamer","zie inv.nr. 7-13"
"515",5,,"--",1953,1963,"1953-1963","Rekestregisters","zie inv. nrs. 55-56"
"137",5,132,"",,,"","Jan Christiaan Merens (v/d. Blocquery) (1799-1850), gehuwd met Geertruid Baert
<ZR>Kennisgeving van hun huwelijk (dagbladannonce); brief van Christiaan Nanning; kinderen uit hun huwelijk; extract overlijdensakte G. Merens-Baert; familieberichten","Geslacht Baert zie nrs 258 en 259"
"151.1",5,,"--",,,"","Vrije Ambachten","zie Sloten"
"154",5,55,"",,,"17e eeuw","Starnmeer","Betreffende de delen 48-55. zie ook deel 81"
"2046",5,68,"",1930,1938,"1930-1938","Stukken betreffende de gemeentesecretarissen van Bloemendaal","zie ook inventarisnummer 78"
"1518",5,247,"",1953,1990,"1953-1990","Dossiers inzake het onderhoud en treffen van voorzieningen aan het pand Kruisstraat 45; met 13 tekeningen","voor tekeningen zie ook serie 67 van het microkaartenbestand van O.W. Bouwkunde, overzicht, bijlage 3"
"427",5,,"--",1957,1957,"1957","Stukken inzake het verzoek van de Nederlandse Visserij Vereniging om een onderhoud met het Staatsvissershavenbedrijf over de verlaging van de afslagcontributie en de reorganisatie van de beheersvorm","Zie inv.nr. 318. Gedurende de jaren vijftig groeide de kritiek op de bedrijfsvoering van het Staatsvissershavenbedrijf. Op grond van deze kritiek intensiveerde het Staatsvissershavenbedrijf het contact met belangengroepen uit de branche door het instellen van overlegorganen (zie hiervoor inv.nr. 320)"
"5001",5,,"",,,"","Bestemmingsplan Voormalig Diaconessenhuis","zie inv.nr. 9324"
"5002",5,,"",,,"","Verhuur van tenniscomplex Eidenhout. Met tekeningen","zie nr. 3517"
"5015",5,713,"",1996,1996,"1996","Lange Hofstraat 3, kad. gem. Haarlem, sectie D nr. 9979  van J.L. Enneking. Met afschrift van het koopcontract en de akte van levering","Deze grond was eerder door de gemeente aan Enneking verkocht: zie inv.nr. 472"
"2359",5,51,"",1955,1955,"1955","Ontwerpschetsen op papier, calque en karton voor de kleuterschool aan het Gijzenveltplantsoen te Velsen. Afgebeeld zijn spelende kinderen en bomen met duiven. Met begeleidende brief van de gemeente Velsen","Er zijn nog drie groot formaat ontwerpen op rol, zie nummer 71"
"1490",5,141,"",1779,1838,"1779-1838","Stukken betreffende de afhandeling van de boedel en nalatenschap van Johanna Maria Pikhart","Later bijgekomen, zie verslag Gemeentearchief Haarlem 1917"
"1490",5,170,"",1849,1868,"1849-1868","Stukken betreffende de afhandeling van de boedel en nalatenschap van Catharina, zich noemende Christina, Stultje, en Josina, zich noemende, Francina Stultjes","Later bijgekomen, zie verslag Gemeentearchief Haarlem 1917"
"807",5,,"",,,"z.j.","Jan Jansz. Leupen ca. 1620-? (8); genealogische aantekeningen","Zoon van Jan Leupen (1) en Mayke Dauwelaar (2), zie v. inventarisnummer 48 
<ZR>Vader van Fanneke Leupen (10), zie v. inventarisnumer 112
<ZR>Vader van Magtelt Leupen (12), zie v. inventarisnummer 113
<ZR>Vader van Eva Leupen (14), zie v. inventarisnummer 114
<ZR>Vader van Hermanus Leupen (16), zie v. inventarisnummer 51."
"187",4,1550,"",1841,1841,"","1841 januari-1841 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den provisioneelen dienst; den temporairen dienst de jachten en werkvaartuigen; van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen en van de onderstand genietende werklieden over 1841, zie de nummers 1563***********, 1565***********, 1581************, 1581b*********** en 1581c*"
"187",4,1581,"",1834,1834,"","1834 januari-1834 december","Hierin ook maandelijksche betaalsrollen van mindere gegeëmploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst; van de temporair aangenomen baggerlieden en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1834, zie de nummers 1543, 1563*****, 1565*****, 1581a***** en 1581b***"
"187",4,1581,"b",1838,1838,"","*******. 1838 januari-1838 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen, en van de temporair aangenomen baggerlieden over 1838, zie de nummers 1547, 1563*********, 1565*********, 1581********* en 1581a*********"
"187",4,3694,"",1893,1893,"","** 1893","Hierin ook een register betreffende ontvangen en uitgegeven levensmiddelen over 1893, zie nummer 3682"
"198",4,932,"",1908,1908,"","1908, nrs. 2673-5629","Voor de nrs. 5630-5669, zie inv.nr. 930"
"25",4,96,"",1813,1813,"","1813, eerste kwartaal, nrs. 15-22","nrs. 18 en 20 ontbreken; zie voor nr. 18 onder inv.nr. 98, nr. 3"
"88",4,361,"",,,"","838-857, 859-868, 870-873, 875-876, 878-891","voor nr. 869 zie nr. 3468"
"88",4,382,"",,,"","2114-2122, 2124-2127, 2129-2133, 2135-2150","voor nr. 2128 zie nr. 2604, <ZR>voor nr. 2134 zie nr. 2785"
"88",4,393,"",,,"","2558-2560, 2562-2563, 2565-2568, 2570-2593","voor nr. 2564 zie nr. 2955"
"452",4,,"--",1838,1845,"","1838, nov.-10 maart 1845","zie inv.nr. 1454-1455"
"1517",4,892,"",1933,1933,"","1933 B nrs. 18-35","zie ook nrs. 894-897"
"3652",4,156,"",1708,1708,"1708 (TvB)","van Pierre Testart te Amsterdam, waarin hij het overlijden meldt van zijn niet met naam genoemde vrouw","De afzender is vermoedelijk een zoon van Pierre Testart en Rachel Crommelin. Gezien het handschrift en de handtekening moet het een andere persoon betreffen dan de man van Rachel Crommelin (zie inventarisnummer 52)"
"618",4,,"--",1966,1970,"","1966-1970","zie inv.nr. 4166"
"2362",4,92,"",1958,1959,"","1958-1959","zie ook stukken 1962-1975 archief van de dienst Lichamelijke Opvoeding en Sport"
"83.2",4,,"--",,,"","De Rijp","zie Graft"
"83.2",4,,"--",,,"","Urk","zie Hoogkarspel"
"2484",4,2702,"HBA",1853,1856,"1853 t/m 1856","","Voor 1744-1746, zie 30-2; 1783-1792, zie 49-1 en -2 ALL"
"10.002",4,112,"",1940,1940,"1940 (S-Z)","","Voor correspondentie A-R zie inv.nr. 113."
"1104",5,38,"",,,"","Clichés voor afbeeldingen bij inv.nr. 36",""
"2427",5,1,"",1967,1997,"1967-1997","Verzameldossier bevattende: <ZR>statuten, 1967 (kopie), met wijziging, 1995. N.B. Origineel bevindt zich in het archief van het Gemeentebestuur van Uithoorn, 1966-1975, inv.nr. 911 <ZR>agenda's en notulen van vergaderingen van het bestuur, 1968-1997. N.B. Onvolledig <ZR>schriftelijke besluiten, 1998 <ZR>correspondentie, 1968-1975, 1997",""
"1105",5,275,"",,,"","VERVALLEN. Zie Stadbestuur Haarlem 1573-1813 inv. nr. 5793",""
"3331",4,57,"",1918,1918,"","1918 nrs. 1-193, index in inv.nr. 58",""
"476",4,3365,"",1875,1877,"1875-1877","Deel I, inv.nrs 1-1983",""
"142",5,477,"",1948,1949,"1948/49- 1949/50","Rapporten van H.J.M. Semeijns de Vries van Doesburgh, leerlinge van een gemeentelijke H.B.S. voor meisjes","Bij de inbewaringgever (zie voorwoord)"
"216",5,,"--",1939,1939,"7 juli-29 dec. 1939","Minuut-arresten van de Vijfde Kamer","zie nummer 240"
"356",5,387,"",1453,1475,"1453-1475","Vroonboek, gehouden door de meier van de vroonlanden te Limmen en Oesdom","Hierin zijn geregistreerd de rechten van overgang, schrijfgelden en andere inkomsten uit de vroonlanden van Limmen en Oesdom. Het register is gehouden door de ""meier ende rechter van dat vroenlant"" (zie genoemde akte) t.w. Willem Zoeyersz., die sedert 1470 als meier en schout van Limmen voorkomt. Achter in het deel bevinden zich enige losse bladen, waarop het register eerst vervolgd is en verder verschillende notities betreffende overgang en rechtszaken (o.a. een notitie over een rechtzitting van meier en huurlieden van Oesdom van 30 Mei ...). Vóór in het werk een notitie van kosten wegens de bouw van een (meiers?) woning"
"1083",5,788,"",1930,1930,"1930","Authentiek uittreksel uit het testament van mevr. Johanna D. Loomeijer betreffende een legaat ten bate van de Antoniusschool, met authentiek uittreksel van het Koninklijk Besluit waarin machtiging wordt gegeven het legaat te aanvaarden","Voor de legger van het schoolfonds zie inv.nrs. 649-650"
"1083",5,884,"",1933,1948,"1933-1938 en 1946-1948","Verslagen van uitgaansdagen","Voor de jaren 1949-1964 zie de notulen inv. nrs. 880-882"
"1573",5,10,"",,,"","Register van resoluties, 1568, 1572-1589. Het eerste katern bevat tevens kladnotulen 1539, 1541- 1542, 1545-46, 1562 en 1565, die deels niet in inv. 9 staan","Nadere toegangen, zie inv. nr. 9"
"1518",5,308,"",1954,1958,"1954, 1958","Bestekken voor het bouwen van pompstation-noord en -zuid voor het Gemeentelijk Waterbedrijf Haarlem op het terrein gelegen in het Waterwingebied in de gemeente Bloemendaal","Voor tekeningen zie microkaartenbestand van O.W. Bouwkunde serie 201, overzicht bijlage 3"
"637",5,144,"",1988,1992,"1988-1992","Jaarrekeningen van het Provinciaal Ziekenhuis Duin en Bosch","1989, 1990 en 1991 bevatten accountantsrapporten, zie voor de periode 1942-1987 het archief 'Toezicht op de Provinciale Ziekenhuizen' inventarisnummer 2, nummers 384-429"
"5001",5,,"",,,"","De Bazellaan; bouwen en inrichten van een veertienklassig schoolgebouw","zie inv.nr. 15035"
"1327",5,112,"",1987,1988,"1987-1988","Adviesaanvrage betreffende de fusie bij de ondernemingsraden en ingekomen adviezen daarover bij bestuur en directie van Mariastichting en Diaconessenhuis, het college van diensthoofden, de stafbesturen en diverse landelijke organisaties op het gebied van gezondheidszorg. Met bijlagen, onder meer concept-overeenkomst tot fusie, concept-statuten en exemplaren van ""De Fusiekrant""","zie ook inventarisnummer 27"
"1176",5,140,"",,,"","R.-k. (kerkbladen), St. Bavo, O.L.V. Hemelvaartkerk, rooms-katholiek Heemstede","St. Bavo, zie ook inv.nr. 565"
"721",5,,"",1990,1996,"1990-1996","Opleiding Intensive Care, met stukken betreffende de vervolgopleiding Intensive Care regeling retrograde erkenning, model visitatierapporten en herregistratie en nascholing","Voor de uitvoering van de regeling retrograde erkenning, zie voorlopig nummer 100."
"187",4,1581,"",1838,1838,"","1838 januari-1838 december","Hierin ook maandelijksche betaalsrollen van mindere geemploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporair aangenomen baggerlieden en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1838, zie de nummers 1547, 1563*********, 1565*********, 1581a********* en 1581b*******"
"187",4,3795,"",1902,1905,"","1902 januari 17-1905 oktober 13","Hierin ook looporders over 1904 februari 12-1905 augustus 8 en een agenda van de inkomende brieven over 1904 januari 1-1905 oktober 14, zie nummers 3793* en 3810*"
"25",4,97,"",1813,1813,"","1813, eerste kwartaal, nrs. 23-29","Voor nr. 25 zie ook nr. 29, Cour Spéciale"
"88",4,412,"",,,"","3198-3201, 3203, 3205-3206, 3208-3217, 3219-3223, 3227, 3229-3232, 3235-3237","voor nr. 3207 zie nr. 3743 <ZR>voor nr. 3218 zie nr. 3743 <ZR>voor nr. 3225 zie nr. 3264 <ZR>voor nr. 3233 zie nr. 3318"
"146",4,20,"",1668,1825,"1668-1825","Buitenplaatsen en landerijen","zie ook inv.nr. 5"
"83.2",4,,"--",,,"","Winkel","zie ook Schagen"
"83.2",4,,"--",,,"","Oudendijk","zie Hoorn"
"18",5,5744,"",1898,1898,"5743, 1898","Kaarten en technische tekeningen behorende bij inv.nr",""
"1617",5,,"--",,,"","Index op de akten in de inv.nrs. 1543-1568 en 1627-1658",""
"370",5,536,"",1937,1940,"1937-1940","Stukken van vervolging en processtukken; inv. dom. 4e afdeling, nummer 1 (procedure H.A. van Loon en H.P. van Loon)",""
"1840",5,2,".4",,,"","Oud Archief, Doorninck, 1810-1815; Archief Secretarie, 1818-1978; Archief van de Heren van Brederode; Inv; 1040: Statuten en ordonnantie van het dorp, 1592, Ordonnantie op de Velserdijk anno 1616, Charterboek der Graven etc., F. van Mieris; Verzameling A.M.J. Heinrichs, augustus 1879 en december 1880; Indices van persoonsnamen, kopie; IJmuider Courant, legger: 1926-1927, 1919-1920, 1925-1927, 1935; Memoriaal van Schouten en Schepenen, 1686-1762; Notarieel: oud. inv. 5084, 5085-5090, 1638-1749, Oud ORA 5126, Schreuder, 1822-1884; nieuw NNA, W. Boerlage, 1883-1888; Rechterlijk: oud. inv. 918-924, 955-971, transporten, 1592-1776; N.P. van Velsen uit Gens Nostra",""
"476",4,678,"",1914,1914,"","1914, inv.nrs A 1-5110","Deze bescheiden zijn te raadplegen op microfiche en/of als scan in de studiezaal van het Noord-Hollands archief."
"354",5,1010,"",1976,1978,"1976-1978","Stukken betreffende de dijkverhogingen op Texel","zie ook inv. no. 1012"
"501",5,308,"",1933,1981,"1933-1981","Register van rangregeling","voor de periode 1930-1932 zie toegangsnummer 207, inv. nr. 408"
"437",5,236,"",1818,1822,"1818-1822","Herderlijke brieven over collecten ten behoeve van het seminarie en regels hierover","Voor het ontstaan der collecte en de administratie ervan zie inv.nr. 121"
"137",5,78,"b",,,"z.j.","Veiling van schilderijen van Lucas Merens in 1778","Geslacht van Foreest zie nummer 251.
Bevind zich samen met 78a in één omslag."
"2184",5,,"--",1935,1942,"1935-1942","Verordening, regelende de rangen, samenstelling eisen van benoembaarheid en de bezoldiging van het politiepersoneel, met wijzigingen","Deelinventaris gemeentesecretarie Beverwijk (1886)1926-1933(1968); <ZR>zie inv.nr.124"
"1353",5,819,"",1946,1974,"1946-1963, 1974","Voetbalvereniging Droste","zie ook nr. 935"
"1940",5,257,"",1910,1915,"(1910) 1911-1915","Stukken betreffende de elektrificatie van en elektriciteitslevering aan de gemeente door verschillende bedrijven","Met situatietekening; zie ook inventarisnr. 283"
"1913",5,1116,"",1926,1932,"1926-1932","Verordening op de tewerkstelling van werklozen, met wijzigingen","Ingetrokken in 1932. Voor stukken betreffende de werkverschaffing, zie ook het archief van de Dienst Openbare Werken."
"5001",5,1353,"",1978,1980,"1978-1980","Lange Poellaan 17 van F. van Dekken en J.A. Boekhout","zie ook inv.nr. 2225"
"2415",5,52,"",1990,2007,"1990-1992, 2003-2007","Accountantsverklaringen en bevindingen betreffende de jaarrekeningen","Voor accountantsverklaringen 1949-1969 zie inv.nr. 47"
"5001",5,,"",,,"","Schalkwijkerstraat, Schipholweg en J.J. Hamelinkstraat, kad. Haarlem II, sectie Q, nr. 540 ged. aan Fluor Schuytvlot N.V.","zie inv.nr. 2495"
"5001",5,,"",,,"","Zuider Buiten Spaarne 90-96 en 102 van N.V. Hout-, Steen- en Bouwstoffenhandel H.S.R.","zie inv.nr. 2574"
"2484",5,6457,"HBA",1964,1971,"1964 t/m 1971","Correspondentie en stukken betreffende het drukken van bankbiljetten voor Portugal Bestelling en offertes, etc <ZR>Bank van Portugal","Deel 1; zie ook deel 2: HBA 6458 (archiefdoos 237/02); Bankbiljetten"
"1490",5,97,"",1711,1804,"1711-1804","Stukken betreffende de boedel en nalatenschappen van Henricus Spijkers, zijn ouders en zijn weduwe","Later bijgekomen, zie verslag Gemeentearchief Haarlem 1917"
"2270",5,1588,"",1978,1979,"1978-1979","Egelantierlaan (gasstation 712), kadastraal bekend gemeente Haarlem II, sectie T, nummer 1154 gedeeltelijk; Hinderwetvergunning verleend door Gedeputeerde Staten van Noord-Holland aan de Burgemeester en Wethouders van Haarlem tot het oprichten, in werking brengen en houden van een aardgasdrukregelstation; met bijlagen","zie ook Sleedoornweg A"
"1229",5,,"",1940,1959,"1940-1941, 1959","Eigendomsbewijs pand Lange Herenvest 48, aangekocht door de NV op 1 mei 1941, met aankoopnota, verzekeringspolis, retroacta etc.","Op 9 maart 1942 overgedragen aan L. van der Steur privé (zie inv.nr. 69/2.1.4)."
"358.67",5,10,"",1885,1887,"1885-1887","","1883-1884 zie nr. 9."
"807",5,,"",1875,1917,"1875-1878, 1916-1917","Jacoba Johanna Leupen 1849-1916 (197)","Dochter van Pieter Leupen (28), zie voorlopig nummer 68."
"807",5,,"",1925,1959,"1925-1959","Elly Leupen 1925-? (280); Stukken uit haar schooltijd en betreffende haar huwelijk, alsmede het geboortekaartje van haar tweede kind","Dochter van J. Leupen (58), zie voorlopig inventarisnummers 84, 104, 105 en 107."
"187",4,1563,"",1835,1835,"","1835 januari-1835 december","Hieri n ook maandelijksche betaalsrollen van mindere geemploijeerden bij den algemeenen dienst; den temporairen dienst; de jachten en werkvaartuigen; van de temporair aangenomen baggerlieden en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1835, zie de nummers 1544, 1565****** ,1581******, 1581a****** en 1581b****"
"437",4,91,"",1948,1952,"","1948-1952","voor 1952-1967 zie inv. nrs. 103-117"
"3804",4,547,"",1921,1926,"","1921 - 1926 (15 februari)","Op 3 juli 1926 op kaarten overgebracht, zie de inv.nrs. 548-555."
"5002",4,3356,"",1973,1977,"1973-1977","Rapporten betreffende de Groene Zoom. Met foto's","zie ook archief Dienst De Hout, de Plantsoenen en de Begraafplaatsen, inventarisnummer 282"
"83.2",4,,"--",,,"","Sint Maarten","zie ook Schagen"
"2484",4,2700,"HBA",1845,1848,"1845 t/m 1848","","Voor 1744-1746, zie 30-2; 1783-1792, zie 49-1 en -2 ALL"
"5032",4,15,"",2003,2005,"2003, 2005","Bureau AVICO van DIV TOPService (Voluit: Advisering, Vernietiging, Inventarisatie, Coördinatie en Ondersteuning, onderdeel van afdeling Documentaire Informatievoorziening en Tekst, Opmaak en Printerservice), opgeheven per 2005","Openbaar in 2081, zie ook Inleiding 2.4. en 2.4.3."
"5034",4,3860,"",1998,2006,"1998-2006","Wagenweg 242, slopen tuinkoepel (folly) van de voormalige buitenplaats Eindenhout (na de sloop ook bekend als Huis met de Beelden), aan de afdeling Vastgoed; met bijlagen, documentatie en monumentenvergunning 2001 voor het plaatsen van een tuinkoepel naast het monument ","Uiteindelijk (2007) werd de tuinkoepel alsnog gered, zie inventaris van het archief van de sector Stadsbeheer"
"3255",5,4,"",,,"","Concepten van en aantekeningen betreffende inv.nr. 1",""
"3884",5,3,"",,,"","Kopie van het deel van het onder inv.nr. 1 beschreven manuscript, met de door A.G. van der Steur daarin aangebrachte veranderingen, gebruikt voor de uitgave van Arm in Haarlem in 1986",""
"1614",5,114,"",,,"18e eeuw. (2 exemplaren)","Naamregister op de genealogieën: De Lange, Vroesen, Cincq (inv.nrs. 58 en 59), Ente en De Vos (inv.nr. 29); De Corbehem (inv.nr. 51), De Bacquere en Van Ceulen (inv.nr. 46), De Cheef en Ozeel (ïnv.nr. 16) en Florisone en De Raedt (inv.nr. 32)",""
"3",4,764,"",,,"","Bijlagen bij inv.nrs. 762-763 betreffende ""Zaaken van financie, remissie, vrijdommen en diverse andere""",""
"1573",4,394,"",1511,1512,"","1511 september 1-1512 augustus 31. Bevat tevens dezelfde bijlagen als inv. 393 en ontvangst per homanschap van een lening van een 100ste penning",""
"3714",4,13,"",1876,1876,"","Index op inv.nr. 12 tot 25 januari 1876",""
"481",4,3389,"",1958,1962,"","1958-1962, inv.nrs 1958/1 t/m 1962/89",""
"476",4,3375,"",1920,1925,"1920-1925","Deel XI, inv.nrs 12639-13281",""
"187",5,2814,"",1861,1862,"1861-1862","* Ternate","Heeft tegelijk betrekking op de drijvende batterijen Neptunus, Oceaan, Salamander, Urania en de werkvaartuigen, zie de nummers 2812, 2813*, 2813**, 2814** en 2924*"
"151.1",5,,"--",,,"","Kamerhop","zie Starnmeer"
"374",5,167,"",1913,1930,"1913-1930","Ingekomen stukken van marine-officieren aan boord van marineschepen betreffende het personeel, de leveringen van goederen en de aan te brengen voorzieningen","Gerangschikt op scheepsnaam. Voor specificatie van scheepsnamen zie bijlage"
"374",5,249,"",1934,1940,"1934-1940","Ingekomen stukken van marineofficieren aan boord van marineschepen betreffende het personeel, de levering van goederen en de aan te brengen voorzieningen","Gerangschikt op scheepsnaam. Voor specificatie zie bijlage"
"5001",5,,"",,,"","Rozenprieelstraat 36b in openbare veiling","zie inv.nr. 1734"
"5001",5,,"",,,"","Tulpenstraat 1","zie inv.nr. 1714"
"1104",5,18,"",,,"","1766-1910","1930- zie inv.nrs. 5-10"
"1850",5,771,"",1868,1941,"1868-1941","Herderlijke brieven van de bisschoppen van Haarlem aan de geestelijkheid en de gelovigen. Drukwerk","Met de bisschoppelijke wapens van Gerardus Wilmer, Petrus Snickers, Casper Bottemanne, Augustinus Callier, Joannes Angenent,en Petrus Huibers; voor het wapen van Franciscus van Vree zie inv.nr. 769"
"1614",5,58,"",,,"18e eeuw","Genealogie ""De Lange-Vroesen-Cincq"" c. 1500-c. 1750, in vrouwelijke lijnen uitgewerkt met invallende genealogieën Vroesen en Cincq, samengesteld door C.A. IV van Sypesteyn, met latere aanvullingen","Index van familienamen zie nr. 114."
"3061",5,1412,"",1752,1752,"1752","Brief van de secretaris van Zandvoort betreffende ondermeer de grensscheiding van de heerlijkheid met de omliggende gebieden","zie ook inv.nr. 27"
"3862",5,96,"",1734,1734,"22 juni 1734","Akte van belening door de Staten van Holland van Jan Diederik Pauw geboren Hoeuft, oud 18 jaar, met de volgende lenen: 1ste het huis Heemstede met de ambachtsheerlijkheid van het dorp Heemstede; 2de de hooge gerecht binnen de uiterste grachten; 3de negen maden en zeven maden land gelegen achter het huis Heemstede; 4de een rente van f 50,-- per jaar sprekende op de stad Haarlem; 5de 312 roede en 97 voet land te Heemstede; 6de het schoutambacht tot Rietwijk met de koorn- en smaltienden en het stellen van schepen, hem aangekomen bij overlijden van zijn moeder. Wegens Jan Diederiks minderjarigheid wordt de leenhulde gedaan door Cornelis de Jongh, schout van Heemstede","Op perkament, met uithangend zegel. Rietwijk was 10 november 1729 aangekocht, zie nr. 85."
"1023",5,300,"",1914,1914,"1914","Stukken betreffende de inrichting van een ziekenbarak in Halfweg","zie ook inv.nr. 244."
"5001",5,,"",1959,1984,"1959-1984","Dreef/Wagenweg, kad. Haarlem, sectie I, nr. 3462, ged. aan de c.v. Grootbouw en K. Greep","zie inv.nr. 3097"
"5001",5,,"",,,"","Nassaulaan","zie inv.nr. 2363"
"5001",5,,"",,,"","Heffen en invorderen van belastingen op het parkeren","zie rubriek 30.1.7.1.1."
"5014",5,1141,"",1999,1999,"1999","Verslagen van de vergaderingen van de werkgroep ""Afstemming Openings- en Sluitingstijden van de Gezondheidsdienst en partners in de stad"", voor een aansluitend aanbod qua openingstijden van de diverse opvangcentra en hulpverlening aan dak- en thuislozen, verslaafden en mensen met een psychiatrische problematiek ter vermindering van de overlast","De Werkgroep ""Afstemming Openings- en Sluitingstijden"" ressorteert onder de Werkgroep ""Differentiatie"", zie inventaris no. 1140."
"2336",5,472,"",1827,1827,"1827","Lijst van belastingschuldigen wegens het houden van honden","Voor de kohieren zie de bijlagen bij de jaarrekeningen"
"912",5,255,"",2011,2021,"[circa 2016]","Bibliografie van A.Th. van Deursen, samengesteld door Joke Roelevink (i.c. fotokopie van de pagina's 279-331 uit 'Een gereformeerde jongen. Arie Theodorus van Deursen 1931-2011', onder redactie van Fred van Lieburg en Joke Roelevink, 2012); met handgeschreven aanvullingen door E.R. van Deursen-Junkers, 2015-2016. Lijst van 20 boeken en bundels van de hand van A.Th. van Deursen, opgesteld door E.R. van Deursen-Junkers","NB1: De hier beschreven stukken én de op genoemde lijst vermelde 20 boeken en bundels bevinden zich in de Koninklijke Bibliotheek te 's-Gravenhage. NB2: Voor een door A.Th. van Deursen zelf aangelegd kaartsysteem betreffende zijn manuscripten en publicaties, zie plaatsingslijstnummer 75."
"807",5,,"",,,"z.j.","Charlotte Christina Leupen 1829-? (181); genealogische aantekeningen van J. Leupen Jn over de kinderen van Ch.Ch. Leupen","Dochter van Pieter Leupen (28), zie voorlopig nummer 68."
"187",4,1545,"",1836,1836,"","1836 januari-1836 december","Hierin ook maandelijksche betaalsrollen van mindere geëmploijeerden bij den provisioneelen dienst; den temporairen dienst; de jachten en werkvaartuigen; van de temporair aangenomen baggerlieden; en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1836, zie de nummers 1563*******, 1565*******, 1581*******, 1581a******* en 1581b*****"
"187",4,1581,"",1839,1839,"","1839 januari-1839 december","Hierin ook maandelijksche betaalsrollen van mindere geemploijeerden bij den algemeenen dienst; den provisioneelen dienst; den temporairen dienst; en van de onderdaggelders, behoorende tot de door den equipagemeester gehouden wordende betaalsrollen over 1839, zie de nummers 1548, 1563**********, 1565********** en 158b********"
"187",4,4319,"",1906,1910,"","**** 1906 oktober 12-1910 juli 23","Is opgenomen in het administratieboek over 1906-1910, zie nummer 4324"
"187",4,4319,"",1892,1895,"","****** 1892 oktober 11-1895 maart 19","Zijn opgenomen in het administratieboek over 1892-1895, zie nummer 4321"
"187",4,4320,"",1896,1900,"","* 1896 oktober 2-1900 juli 5","Is opgenomen in het administatieboek over 1896-1900, zie nummer 4322"
"354",4,185,"",1975,1977,"1975-1977","stuurgroep Hemspoortunnel","zie ook inv. no. 233-234"
"88",4,375,"",1764,1819,"","1764-1765, 1767-1771, 1773-1799, 1801-1804, 1806, 1808-1809, 1814-1819","voor nr. 1772 zie nr. 3145 <ZR>voor nr. 1807 zie nr. 2660 <ZR>voor nr. 1812 zie nr. 2892"
"189",4,18,"",1912,1925,"","1924 nrs. 3578-4063 en 1925 nrs. 1-1912","1925 nrs. 1913-2323 zie inventarisnr.13. 1925 nrs. 2324-2499 zie inventarisnr. 11"
"3872",4,167,"",1927,1927,"1927","G.J. de Graan, Azalealaan","zie ook inv.nr. 147"
"3872",4,183,"",1924,1924,"1924","N.J. Nijman, Lanckhorstlaan","zie ook inv.nr. 144"
"83.2",4,,"--",,,"","Limmen","zie ook Schagen"
"83.2",4,,"--",,,"","Zijpe","zie ook Schagen"
"83.2",4,,"--",,,"","Westwoud","zie Wognum"
"889",4,35,"",,,"z.j.","Negatieven van foto's, verzameld en gereproduceerd door Walter B. van Stigt, biograaf van Brouwer","De foto's of reproducties daarvan bevinden zich in dit archief (zie inv.nrs. 24-27 en 29)."
"18",5,5813,"",1884,1884,"1884","Kaarten en technische tekeningen behorende bij inv.nr. 5812","Onvolledig"
"1105",5,69,"",,,"","VERVALLEN. Opgenomen in Stadsbestuur Haarlem 1573-1813 inv. nr. 4119","Zie ook Verzameling Keuren en Ordonnanties nr. 4-38 (in de archiefbibliotheek)."
"1573",4,401,"",1518,1519,"","1518 september 1-1519 augustus 31. Bevat tevens dezelfde bijlagen als inv. 400, de rekeningen van het besterfgeld en de exue zijn vanaf deze rekening gecombineerd",""
"476",4,1113,"",1893,1893,"","1893, inv.nrs 9654-9762",""
"142",5,469,"",1948,1948,"1948/49","Rapport van A.J. Semeijns de Vries van Doesburgh, leerlinge van een gemeentelijke H.B.S. voor meisjes","Bij de inbewaringgever (zie voorwoord)"
